Stocks;AccRet_20.csv;AccRet_5.csv;Accrual.csv;CapRate.csv;CapexSales.csv;CrescimentoHistoricoEBIT.csv;CrescimentoHistoricoEPS.csv;CrescimentoHistoricoSAL.csv;DividendPayout1Ano.csv;DividendYield.csv;EVAtivoTotal.csv;EVSales.csv;LogMarketCapital.csv;MACD.csv;MargemEBIT.csv;Mom10_40wk.csv;Mom5_30wk.csv;MoneyFlowVolume5.csv;PEG.csv;PrecoBookValue.csv;PrecoLucro.csv;PrecoVenda.csv;ROA.csv;ROE.csv;ROIC.csv;RSI_10.csv;RSI_14.csv;Slope_20.csv;Slope_50.csv;TendenciaCapexAtivoTotal.csv;TendenciaFixedChargeCover.csv;TendenciaIA.csv;TendenciaLeverage.csv;TendenciaMargemCFO.csv;TendenciaMargemEBIT.csv;TendenciaMargemEstoques.csv;TendenciaMargemLucro.csv;TendenciaMargemROA.csv;TendenciaMargemROE.csv;TendenciaMargemSGACOGSSales.csv;TendenciaMargemTurn.csv
CREM3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CRGT5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CRTP5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CRUZ3;0.31883;0.46303;0.042254;0.0958;0.55542;-0.12257;-0.036861;-0.41865;0.66876;0.49773;-0.95302;-0.7347;-1;0.29586;0.24268;-0.53689;-0.43571;0.13244;0.16817;-0.75823;0.17035;-0.60458;1;1;1;-0.80707;-0.61414;0.35435;-0.18578;0.13898;-0.21755;-0.10811;1;-0.20036;0.24268;-0.48505;0.22284;-0.053273;1;0.005602;-0.84927
CSAN3;-0.55017;-0.23369;0.13696;0.044921;-0.95279;0.33027;0.13682;-1;0.20003;-0.28823;-0.19685;-0.34705;-1;-0.20163;0.50213;-0.32716;-0.55671;-0.41592;0.16827;0.0017592;0.1553;-0.28383;-0.22642;-0.21309;-0.29453;-0.033128;-0.29437;0.43602;0.83984;0.14404;0.125;;;;;;;;;;
CSMG3;0.65847;0.76348;0.05186;0.1753;-0.58256;-0.20597;-0.083369;-0.18435;-0.029917;0.51898;0.10472;-0.26175;-0.060115;-0.58578;0.16195;-0.0075514;0.013462;-0.0013342;0.1681;0.53136;0.26441;-0.21509;0.023581;-0.096548;-0.29155;-0.38092;-0.73161;0.44076;1;0.21804;0.036463;-0.11867;0.057869;-0.36856;0.16195;-0.1345;0.12368;0.048146;0.026726;0.0025776;-0.20012
CSNA3;1;0.21405;-0.13443;0.17412;-0.079861;1;NaN;-0.29263;1;1;0.13622;-0.4004;-1;0.49014;0.39662;1;1;1;0.19135;-0.31702;0.21434;-0.2103;-0.20076;0.16811;-0.20743;-1;-0.90171;0.67405;-0.37145;0.097199;0.259;0.26344;0.069437;-0.18706;0.39662;0.22441;0.34238;0.3168;0.44311;0.35971;0.16653
CSPC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CSRN3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CSTB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTAX4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTIP3;-0.92543;-1;-0.43061;0.12026;0.44879;-0.081602;0.061469;0.10622;-0.081801;-0.23706;-0.78899;-0.7823;-0.44001;-0.54645;0.18584;0.29102;0.14886;-0.95348;0.16824;-0.57742;0.17416;-0.61405;0.98136;0.38798;0.22298;0.42866;0.14965;-0.31697;0.065807;0.1345;1;0.2;;;;;;;;;
CTKA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTLG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTLU4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTMI3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTNM4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTPC3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTSA3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTWR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CVCB3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CVPT3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CYRE3;-0.76789;0.21008;-1;0.21403;1;-0.010178;0.11453;-0.8783;-0.058032;0.090691;0.17464;-0.23677;-0.41204;-0.11172;0.2318;-0.37357;-0.36634;-0.24763;0.1685;0.14997;0.33732;-0.26892;0.30903;0.19073;-0.14109;0.72151;0.76945;-0.32459;-0.27262;-0.45686;0.7597;0.38;;;;;;;;;
DASA3;-1;-1;-0.42958;0.024758;0.44778;-0.30047;-0.077709;-0.14672;-0.32954;-0.70231;-0.4561;-0.43794;-0.25103;-0.26694;0.20235;1;1;-1;0.16816;-0.29731;0.12177;-0.45681;-0.23592;-0.26017;-0.41749;1;1;-0.61842;-1;-0.011038;-0.033623;0.28576;0.42992;0.01493;0.2023;;;;;;
DFVA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DHBI4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DIRR3;0.33646;1;-0.042693;0.26874;0.41694;0.016589;0.04229;0.47807;-0.29946;0.11037;0.23465;-0.013146;0.5238;-0.26979;0.15744;-0.46719;-0.45314;1;0.16834;0.12053;0.33293;-0.20758;0.36354;0.19818;-0.15888;-0.41491;-0.55173;-0.1861;-0.073205;0.075391;-1;0.54328;0.023141;1;0.15744;1;0.15107;0.21688;0.13253;0.08785;0.44905
DJON4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DOCA3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DOHL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DOMO3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DPPI4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DSUL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DTCY3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DTEX3;-0.087332;1;0.14286;0.17454;-0.43864;0.17013;0.14125;0.22414;-0.24583;-0.16556;-0.30713;-0.41631;-0.52133;-0.43918;0.28955;-0.041541;-0.14715;1;0.16837;-0.24431;0.21972;-0.43946;0.34936;0.11911;0.013456;0.13701;0.16463;-0.35946;-0.1673;-0.18745;0.44472;0;;;;;;;;;
DUQE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DURA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DXTG4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EALT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EBCO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EBEN4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EBTP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ECIS3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ECOR3;0.7543;0.71349;-0.27014;0.15063;-0.34205;-0.043954;-0.0019633;0.34202;0.6811;0.85851;-0.50183;-0.61102;-0.49293;-0.3278;0.14135;-0.337;-0.52612;0.081519;0.1682;-0.52163;0.19076;-0.50864;0.27466;0.3701;0.14227;-0.91057;-1;-0.044205;0.0029346;0.083445;0.09068;0.70966;0.133;-0.14147;0.14135;-0.007507;0.19433;0.11408;0.049902;0.050355;-0.20036
ECPR4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EDNE5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EEEL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EKTR4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ELAT3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ELEK4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ELET3;0.70832;-0.0095279;0.28593;-0.98763;-1;-1;-1;-1;-0.77975;1;1;0.11473;-0.62477;-0.3467;-0.64402;0.38391;-0.06922;0.49124;-1;1;-1;1;-1;-1;-1;-0.57416;-0.80177;-0.24126;-0.27981;-0.25136;-0.59615;1;-0.23805;0.036013;-0.64402;-0.036228;-0.61829;-0.26535;-0.22302;-1;-0.27203
ELEV3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ELPL4;-0.69656;-0.36012;-0.087581;0.10782;0.1255;-0.70726;-0.29986;-0.61213;-0.61674;-0.80418;0.99349;1;0.49205;-0.90545;0.17913;1;0.66381;-0.02735;0.16776;0.61376;0.27136;1;-0.27352;-0.10219;-0.463;0.50033;0.39592;-0.42783;-0.19644;1;0.26321;0.24431;-0.24276;-;;;;;;;
ELUM4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EMAE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EMBR3;-0.51229;-0.27957;0.11119;0.060212;-0.061423;0.091804;0.13985;-0.30748;0.52663;-0.47385;0.12725;0.011786;-1;0.41141;0.12037;0.17102;0.5132;0.83436;0.16824;-0.32346;0.13796;-0.28959;-0.26238;-0.17843;-0.28169;0.57962;1;-0.078798;-0.91569;0.26507;-1;-0.6394;;;;;;;;;
EMXS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ENBR3;0.49686;-0.18201;-0.093125;0.22325;-0.068872;0.069411;0.072328;0.37404;-0.0731;0.68514;0.075253;-0.048567;-0.23282;-0.48021;0.52356;-0.15625;-0.62916;-0.098705;0.16837;0.42271;0.30095;0.031257;0.056226;-0.0035987;-0.2053;-0.1094;-0.61786;-0.20212;0.12367;0.21035;0.60379;0.75908;0.22979;0.18042;0.52356;0.49095;0.3958;0.52426;0.38569;0.73779;0.17932
ENER6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ENEV3;0.99727;1;1;-0.28965;NaN;-0.52139;-0.1477;1;-0.62349;-0.81384;-0.064194;-0.78084;0.3371;-0.22254;1;-1;-1;-0.88877;0.11374;0.4438;-0.48302;-0.43795;-1;-1;-1;0.73494;0.88949;-0.42457;-0.54299;-0.8739;0.13661;0.53033;-0.024261;0.54686;1;1;0.62287;-0.1096;0.49983;1;0.41314
ENGI11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EPTE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
EQTL3;-0.66227;-0.1879;0.5219;0.027772;-0.61508;-0.27833;-0.26909;1;0.16764;-0.61624;-0.11967;-0.23496;-0.19658;0.14013;0.37175;0.8262;0.80832;-0.2483;0.16809;-0.2181;0.13083;-0.20767;-0.33585;-0.24243;-0.11896;0.33437;0.6057;-0.054486;-0.20342;0.83839;0.24765;;;;;;;;;;
ERIC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ESCE3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ESTC3;-0.91923;-1;1;0.038657;-1;0.38008;0.36698;0.50835;-0.30074;-0.69993;-0.82235;-0.6325;-0.40089;-0.65463;0.26518;1;0.85187;-0.70948;0.16836;-0.57993;0.14673;-0.56033;0.66483;0.13193;0.35236;0.19011;0.064513;-0.21746;-0.16692;0.033833;0.58188;-0.12282;0.1704;;;;;;;;
ESTR4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ETER3;0.13628;-0.12583;0.51938;0.33345;0.10595;-0.11878;-0.069388;-0.042558;1;1;-0.18858;0.57842;1;-0.38346;0.14901;-0.089229;-0.22123;0.096634;0.16811;-0.17134;0.31307;-0.069436;0.93626;0.3925;0.36974;-0.76297;-0.93262;-0.40443;-0.37697;-0.35415;-0.48413;-0.14332;-0.065172;0.65306;0.14901;-0.068288;0.14804;0.17089;0.087017;0.11284;0.49541
EUCA4;0.3392;0.36187;-0.27806;0.54271;0.14907;-0.13609;0.047973;-0.052589;-0.33221;0.057846;0.91472;0.70969;1;-0.20715;0.045123;0.34287;0.64045;0.2848;0.16839;0.9354;0.37625;0.12242;0.21165;-0.01764;-0.25972;-0.0066353;-0.16522;-0.27727;-0.44162;0.14108;1;0.051578;0.088641;-0.26783;0.045123;-0.20584;0.24982;0.27128;0.17813;0.1793;-0.066618
EVEN3;-0.081535;0.04224;0.21123;0.15351;0.22924;-0.071396;0.1334;-0.040478;-0.38016;0.11849;-0.07528;-0.20708;0.47607;-0.34287;0.11022;-0.16779;-0.27241;-0.35039;0.16861;0.42156;0.38565;-0.049542;0.32205;0.1532;-0.17865;0.0060412;-0.066383;-0.27963;-0.29199;1;0;;;;;;;;;;
EZTC3;-0.20774;0.12272;1;0.26503;-0.42009;0.18146;0.11775;0.63519;-0.4165;-0.28884;-0.57072;-0.64703;-0.1154;-0.18171;0.39823;0.093247;-0.11211;-0.47349;0.16844;-0.32921;0.28665;-0.56634;1;0.52088;1;0.34105;0.052103;0.021905;0.32853;1;1;0.38246;-0.40255;-1;0.39;;;;;;
FAPC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FBMC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FBRA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FCAP4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FESA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
