Stocks;AccRet_20.csv;AccRet_5.csv;Accrual.csv;CapRate.csv;CapexSales.csv;CrescimentoHistoricoEBIT.csv;CrescimentoHistoricoEPS.csv;CrescimentoHistoricoSAL.csv;DividendPayout1Ano.csv;DividendYield.csv;EVAtivoTotal.csv;EVSales.csv;LogMarketCapital.csv;MACD.csv;MargemEBIT.csv;Mom10_40wk.csv;Mom5_30wk.csv;MoneyFlowVolume5.csv;PEG.csv;PrecoBookValue.csv;PrecoLucro.csv;PrecoVenda.csv;ROA.csv;ROE.csv;ROIC.csv;RSI_10.csv;RSI_14.csv;Slope_20.csv;Slope_50.csv;TendenciaCapexAtivoTotal.csv;TendenciaFixedChargeCover.csv;TendenciaIA.csv;TendenciaLeverage.csv;TendenciaMargemCFO.csv;TendenciaMargemEBIT.csv;TendenciaMargemEstoques.csv;TendenciaMargemLucro.csv;TendenciaMargemROA.csv;TendenciaMargemROE.csv;TendenciaMargemSGACOGSSales.csv;TendenciaMargemTurn.csv
FFTL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FGOS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FGUI4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FHER3;-1;-1;-1;0.9837;0.70261;0.078589;-0.018961;-0.18228;-0.62349;-0.81384;0.77958;1;1;-0.66169;0.24349;-0.78362;-0.95077;-1;0.16816;0.30769;0.068724;1;-0.49434;-0.43668;0.1676;1;0.29624;-0.55563;-0.031051;0.13472;0.06709;0.71431;-0.10282;0.30982;0.24349;-0.11;;;;;
FIBR3;-0.54999;0.30925;-1;0.52111;1;0.83266;-0.039843;0.023645;-0.62349;-0.81384;-0.13971;-0.60072;-1;-0.7663;1;0.47536;0.10969;-0.073794;0.16817;0.082821;0.022651;-0.47366;-0.76441;-0.56601;-0.3009;0.96498;0.36563;-0.50143;-0.02721;0.13441;0.34779;0.50546;0.96;;;;;;;;
FIGE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FJTA4;1;1;-0.96699;0.55045;0.40997;-0.5783;0.15826;0.47003;-0.82882;-0.43001;0.39296;0.50675;1;0.66652;0.0072735;-0.22499;-0.24294;1;0.16787;-0.15553;-0.078413;0.67474;-0.76588;-0.97958;-0.39762;-0.52297;-0.27525;0.92227;0.39646;-0.049764;-0.043623;0.57322;0.073379;0.16541;0.0072735;0.50549;0.099717;-0.03864;-0.25931;-0.28032;1
FLBR4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FLCL5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FLRY3;-0.43245;-0.09102;-0.1425;0.11009;0.22792;-0.16275;-0.12014;0.051471;0.76642;-0.076855;-0.26655;-0.34349;0.10438;-0.012381;0.081996;0.3701;0.43474;-1;0.16814;-0.26568;0.1333;-0.42574;-0.20548;-0.21968;-0.3357;0.18083;0.47952;-0.19393;-0.17437;0.031646;0;;;;;;;;;;
FRAS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FRIO3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FRPS3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FTRX4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FTSE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FTSU4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
FTZA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GAFP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GALO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GAZO4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GEPA3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GFSA3;1;0.90112;-1;-0.090684;-0.27421;0.4892;0.26083;-0.87741;-1;1;0.39439;-0.24485;0.67;-0.20362;-0.098415;0.62507;1;-0.026907;0.16784;0.80515;-0.032745;0.28145;-0.62132;-0.5648;-0.69005;-0.014624;0.41389;-0.29019;-0.51831;0.97211;-0.15396;0.67066;-0.068602;-1;-0.098415;-1;0.095568;0.11142;0.026866;-0.3559;-0.71279
GGBR4;0.13192;0.48501;-0.30948;0.065539;0.28546;-0.20598;-0.12877;-0.35435;-0.10203;-0.45733;0.0037088;0.14826;-1;-0.47605;0.21923;1;0.55672;0.87997;0.16811;0.24291;0.16687;-0.0295;-0.20783;-0.22785;-0.44379;-0.3245;-0.42702;-0.07768;-0.11616;0.072339;0.20514;0.032998;-0.062353;-0.054707;0.21923;0.18787;0.2132;0.24411;0.17772;0.20438;0.01285
GOLL4;0.26347;-0.0092917;-1;-0.1936;0.49491;0.22596;-0.086955;-0.34225;-0.62349;-0.81384;0.40727;0.81141;0.63495;0.24674;0.43431;0.4837;0.95764;0.2634;0.11589;-0.036566;-1;1;-1;-1;-0.88666;0.39404;0.73234;-0.029255;-0.64555;0.5243;0.47355;0.36426;0.12572;-0.1627;0.43431;0.059138;0.33389;0.46642;-0.66759;0.57959;0.42887
GPAR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GPCP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GRND3;1;1;0.98511;0.16305;0.61125;0.17503;0.027072;0.44246;0.23089;0.80946;-0.69204;-0.40811;-0.23967;0.25844;0.091383;-0.47707;-0.53036;0.58514;0.16825;-0.42352;0.238;-0.47878;1;0.45582;0.81525;-0.87819;-0.98093;0.37451;-0.080473;0.91069;-0.46538;-0.2027;-0.090632;-0.93803;0.091383;-0.042165;0.06804;-0.23661;0.021008;-0.063913;-0.30654
GRNL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GRUC6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GSHP3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
GUAR3;0.15989;0.28408;0.56726;0.12226;0.099194;-0.074636;0.0017787;0.081246;0.017706;-0.001396;-0.51305;-0.18546;-0.37756;1;0.20697;0.65559;0.89997;0.34082;0.16821;-0.37723;0.19249;-0.37691;0.51207;0.13057;0.013893;-0.17011;0.043006;1;0.40973;0.23318;0.6112;-0.20995;0.053576;-0.0020077;0.20697;0.13528;0.20114;0.28854;0.17854;0.20341;0.3409
GVTT3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HAGA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HBOR3;1;0.58775;1;0.26272;0.9359;0.088022;0.14511;0.26249;-0.18891;1;0.10978;-0.32816;0.44099;-0.039828;0.17592;-0.53569;-0.58837;0.16266;0.16872;0.065803;0.42975;-0.2547;0.48766;0.48534;0.084194;-0.53477;-0.69431;-0.073559;-0.25536;-0.30113;1;-0.44065;-0.90987;0.006398;0.17592;-0.38926;0.30165;0.3547;0.27782;0.10123;0.24549
HBTS5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HETA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HGTX3;0.0061898;0.5233;1;0.13955;0.44902;-0.12447;-0.037603;0.070933;1;0.41945;-0.84791;-0.47573;-0.18932;-0.67394;0.14413;-0.4583;-0.53446;0.60329;0.16817;-0.63521;0.20074;-0.51706;1;0.96748;1;-0.21481;-0.34898;0.019846;0.66853;0.13134;-0.17726;-0.43536;-0.28403;-0.82446;0.14413;0.057832;0.13794;-0.35938;-0.12815;0.13111;-1
HOOT4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
HRTP3;-1;-1;-0.79393;-1;NaN;-1;-1;1;-0.62349;-0.81384;1;NaN;1;-0.15189;NaN;-1;-0.42422;-0.98294;-1;1;-1;NaN;-1;-1;-1;1;1;-0.95236;-1;-0.94607;1;1;0.043579;-1;NaN;1;NaN;-1;-1;NaN;0.075607
HYPE3;0.38272;-0.44146;-0.35926;0.26239;0.62533;0.13389;0.47712;0.29097;-0.21393;-0.54459;-0.18833;-0.54528;-0.75755;-0.34285;0.13965;0.23635;-0.29801;0.16116;0.16839;-0.16133;0.14216;-0.49387;-0.20088;-0.21551;-0.32779;-0.48453;-1;0.14655;0.44229;0.098902;0.012003;0.069305;-0.61448;-0.38659;0.13965;-0.1822;0.16541;0.13552;0.11919;0.1877;0.0058258
IBAN5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IBPI6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IBRC4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ICPI3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IDCO3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IDNT3;0.3651;-0.67521;-1;0.07634;0.66364;1;0.18296;-0.69252;-0.62349;-0.81384;0.67017;1;1;-0.28312;-0.0075314;0.27899;0.18346;-1;0.168;0.010078;0.008223;1;-0.61511;-0.62157;-0.55018;-0.39007;-0.45652;-0.01339;0.36479;0.13721;-0.41522;0.8673;-0.02499;0.67764;-0.0075314;-0.28021;0.025186;-0.6925;-1;-0.062722;-1
IENG3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IGBR3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IGTA3;0.014789;-0.78522;1;0.064682;NaN;-0.30777;-0.14431;-0.19775;-0.15467;-0.36077;-0.35106;-0.86765;-0.061135;-0.077102;-1;-0.16661;-0.36497;-0.77364;0.1681;-0.23543;0.16664;-0.63798;-0.031318;-0.097323;1;-0.52082;-0.62081;0.1231;0.36849;1;-0.54591;0.21919;-0.44759;-1;-1;-0.2915;-1;-0.51963;-0.31987;0.47432;-0.082034
IGUA6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ILLS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ILMD4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IMBI4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IMPE4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
INEP4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
INET3;-1;0.50199;NaN;-0.086915;NaN;-0.30815;-1;NaN;-0.62349;-0.81384;NaN;NaN;1;-0.40732;NaN;1;1;-1;0.093531;-1;0.027933;NaN;NaN;-0.025281;NaN;1;1;-0.50328;-0.48938;0.00054322;0.10186;0.21355;1;-1;NaN;NaN;NaN;-1;0.14365;NaN;0.052762
IRON3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ITEC3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ITLM5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ITPS4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IVEN3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
IVIL4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
JBDU4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
JBSS3;0.3101;0.47681;-0.20498;0.11662;0.60166;0.10792;0.10587;0.43078;-0.38345;-0.62237;-0.012969;1;-1;-0.083281;0.15494;1;1;-0.88178;0.16825;0.074539;0.15374;1;-0.31095;-0.23134;-0.28518;0.40243;0.66301;-0.25061;-0.55411;0.013498;-0.069686;-0.97653;-0.20569;-0.41742;0.15494;-0.18199;0.13824;0.0063307;0.039259;0.081657;-1
JFAB4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
JFEN3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
JHSF3;0.887;-1;0.97171;0.08215;-1;-0.37977;-0.20654;-0.97752;0.61455;0.36;-0.16776;-0.68401;0.4474;-0.051195;-0.17727;-1;-1;-1;0.16805;-0.12765;0.17281;-0.48843;-0.19109;-0.12225;-0.090967;-0.12879;0.13227;-0.22913;-0.44036;-0.057391;-0.15654;-0.0053454;0.087479;0.20382;-0.17727;-1;-0.22748;-0.21887;-0.19938;-0.68738;-0.41205
JOPA4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
JSLG3;0.92926;0.36387;-0.62338;0.069302;0.27816;-0.13806;0.051583;0.48951;-0.34182;-0.58919;-0.30418;-0.066314;0.081235;0.17528;0.1509;0.27002;0.30476;0.67527;0.16821;-0.49954;0.14004;0.018315;-0.29749;-0.047556;-0.30648;-0.95694;-0.85298;0.27749;-0.1719;0.11466;0.074211;-0.61842;-0.50322;-0.17421;0.1509;0.010953;0.16731;0.13815;0.15607;0.024337;-0.44741
KEPL3;-0.64726;-1;1;0.10358;-0.48978;0.63681;0.30362;0.93232;-0.19111;-0.34761;-0.59206;-0.31004;0.82485;-0.42054;0.38627;1;1;-1;0.16842;-0.50369;0.17519;-0.43235;0.48487;0.21328;0.31545;0.57172;0.74943;-0.059319;-0.031283;-0.57721;0.97897;-0.0624;0.31449;0.18;;;;;;;
KLBN11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
KROT3;-0.67269;-1;0.2923;0.053883;-0.27397;0.77636;0.45887;1;0.35246;-0.42829;-0.80041;-0.75577;-0.7993;-0.27771;0.34525;1;1;-0.79863;0.16843;-0.59238;0.15316;-0.60739;0.70226;0.2261;-0.12704;0.35862;0.2524;-0.31957;-0.36893;0.029768;0.7063;0.068007;0.050922;0;;;;;;;
KSSA3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
LAME4;-0.29639;0.32312;0.78433;0.035818;-0.57468;-0.10375;0.068415;0.21942;-0.074873;-0.62411;-0.61194;-0.24119;-0.99293;-0.41849;0.13552;-0.069122;-0.13036;1;0.16821;-0.73091;0.13272;-0.26569;-0.14999;0.66745;0.67432;0.33924;-0.016577;-0.29781;-0.2491;1;0.0902;;;;;;;;;;
LARK4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
